smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,-0.907,1.004,0.656,0.006,0.002,0.254,0.36,0.823,-5.038,1.4055234714760445e-05,0.084,98.58377075195312%,0.377,1.8477250337600708%,0.265,0.479,0.037,0.059,0.175,0.784,0.007,0.204,0.011,0.099,1.638,0.592,0.071,0.032,0.065,0.124,0.027,0.234,0.063,0.103,0.058,0.912,0.488,0.622,4.068,4.297,4.919,0.006,0.008,0.309,0.013,0.462,0.29,0.003,0.131,0.01,0.003,0.297,0.021,308.04,286.383,1.076,6,2,100.9,4,2,6,7,0,15,0.267,0,1,0,1,0,2,0,2,0,0.66,2.006,0.071,15.0,-0.25,4,0,0,0,Accepted,Accepted,Accepted,Accepted
