Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 1,COc1cc(O)c(cc1S(=O)(=O)O)C(=O)c1ccccc1,C14H12O6S,308.31,21,12,0.07,4,6,2,74.69,109.28,0.72,2.18,2.96,1.23,1.27,1.67,-3.28,1.60e-01,5.20e-04,Soluble,-4.11,2.40e-02,7.79e-05,Moderately soluble,-3.75,5.47e-02,1.77e-04,Soluble,High,No,No,No,No,No,No,No,-6.63,0,0,0,0,0,0.56,0,1,0,2.64
