smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,-2.119,1.489,1.014,0.002,0.001,0.009,0.192,0.142,-5.038,1.2908055396110285e-05,0.338,96.26905822753906%,0.577,3.487215518951416%,0.808,0.284,0.051,0.06,0.171,0.858,0.006,0.31,0.01,0.146,1.675,0.366,0.041,0.169,0.087,0.049,0.093,0.682,0.057,0.318,0.031,0.963,0.97,0.5,3.421,4.066,5.288,0.003,0.003,0.573,0.01,0.83,0.463,0.004,0.441,0.074,0.005,0.235,0.179,274.04,256.153,1.07,5,2,83.05,2,3,9,6,0,18,0.111,0,1,0,1,0,1,0,3,0,0.703,1.937,0.0,17.0,-1.16,1,0,0,0,Accepted,Accepted,Accepted,Accepted
